Text,True_Label
foto prajurit myanmar membunuh anjing desa desa,1
rekrutmen relawan penanganan pasien virus corona dokter irna,1
benzema zidan melayat kerumah ronaldo istrinya meninggal,1
makar disampaiken kemarin,1
prabowo bertemu mata hary tanoe perindo merapat koalisi gerindra pkb,0
puan kader pdip rapatkan barisan menang hattrick pemilu,0
parfum garuda indonesia dijual bebas,1
kejadiannya desa tungondeng kabupaten bulukumba,1
ucapkan selamat idul fitri kapolri sigit pesan persaudaraan persatuan,0
mengenang moses gatotkaca korban peristiwa gejayan mei,0
akun whatsapp kadis lingkungan hidup tangerang tihar sophian,1
polisi siapkan personel gabungan antisipasi demo tolak dob papua,0
presiden jokowi tonton balapan formula e bareng anies sandi besok,0
tunggul pohon silicon raksasa ribuan,1
video covid,1
dpr bicarakan tuntutan jabatan kades pemerintah,0
kader pdip dewi tanjung meninggal dunia,1
foto taliban kebebasan wanita,1
mandi basahkan kepala basahkan badan,1
daftar anggota pimpinan pusat muhammadiyah,0
innalillahi kabar duka ustaz yusuf semoga husnul hotima,1
sosok arifin panigoro kader pdip mendirikan pdp,0
buka peluang koalisi gerindra pks politik kapoknya,0
wali kota semarang hendrar prihadi resmi menjabat kepala lkpp,0
gubernur kalbar memakai sepatu masjid,1
ganjar pranowo diundang pdip persiapan pemenangan pemilu semarang,0
pria bule hadir debat pilpres perdana konsultan politik prabowo – sandi,1
jokowi senang megawati buru buru umumkan nama capres pdip,0
spanduk tudingan memecah belah yogya anies baswedan lihat fakta,0
koalisi kaltim tolak uu kota negara berpotensi gusur lahan adat,0
pekerja lokal tambang nikel shalat jumat perusahaan china,1
putin anti lgbt,1
kritisi ruu sisdiknas nasdem semoga komersialisasi pendidikan,0
tutorial kuota gratis gb program covid,1
corona masuk tb telaga bestari pramugari lion air sdh terinfeksi rawat rs annisa,1
fraksi pks walk out rapat paripurna tolak kenaikan harga bbm aturan dpr walk out,0
video akting plandemi jenazah pasien covid bergerak,1
tangkapan layar artikel detik com anies bangun kota megah firaun habiskan apbd unfaedahpun nggak,1
pks pkb sepakat berkoalisi rangkul partai,0
wacana duet puan anies hasto pdip tergoda mencalonkan,0
ksal kapal perang layak beroperasi,0
survei capres prabowo anies ganjar teratas airlangga nol koma,0
video maruf amin selamat natal mengenakan kostum sinterklas,1
aksi bunuh kawasan sukoharjo,1
pancasila ubah jdi bahasa cina,1
demo tuntut suharso mundur dpp ppp ajak dialog,0
sandiaga uno bongkar sifat buruk anies,1
duet anies baswedan ahy pilpres partai demokrat,0
jokowi lakukan pembicaraan via telepon putin bahas perang g,0
perubahan syarat anggota tni terbaru panglima tni andika perkasa,0
klaim mengabarkan gempa,1
obat dibeli jokowi cina komunis berbahaya berakibat kematian,1
metallica indonesia raya,1
suciwati gugat kebungkaman jokowi partai politik munir pelanggaran ham,0
wiranto bertemu mahasiswa bem nusantara bahas isu jokowi periode,0
desa wadas komisi hukum dpr ganjar pranowo lakukan pelanggaran,0
reshuffle kabinet menteri partai nasdem,0
pengamat prediksi isu reshuffle anies topik pertemuan jokowi surya paloh,0
luhut memilih prabowo ideologi pancasila dirubah penghianat bangsa,1
warna liturgi khusus pekan suci tri suci,1
surya paloh diculik pendukung anies,1
kepala daerah fokus kerja rakyat megawati lakukan dansa politik pemilu,0
gabung demo april rombongan pelajar ditangkap polisi,0
peluang prabowo sandiaga duet pilpres gerindra,0
mui setujui merek bir sponsor formula e,1
pengamat jelang pemilu intolerasi,0
ksad jenderal andika perkasa adu otot tentara amerika serikat,1
kroyok negeri kangguru negara sahabat nyatakan bantu ri porak poradakan aussie pulau sengketa,1
palestina dihapus google peta dunia,1
formula e disiarkan tv nasional,1
mahfud md diutus jokowi hadiri pelantikan presiden terpilih timor leste,0
jabatan singkat panglima tni yudo margono janjikan kerja maksimal,0
norma klarifikasi,1
tusuk gigi kunyit pendeteksi borax,1
ketum golkar airlangga hartanto salat jenazah ferry mursyidan,0
kronologi ade armando dikeroyok massa demo dpr ri,0
prabowo dudung abdurachman andika perkasa hadiri rapat komisi i dpr,0
demo memprotes kecurangan hasil pemilu brasilia november,1
foto hasil buruan singa iran serigala as,1
kali kalahkan prabowo pilpres jokowi jatah ketua gerindra,0
airlangga bilang rencana ridwan kamil gabung golkar dibahas,0
jokowi akui besarnya kontribusi nu indonesia,0
mundur jabatan menko polhukam mflud nangis,1
sinyal maju pilpres prabowo terima seandainya dicalonkan rapimnas,0
staf ksp bela mahfud md tudingan natalius pigai,0
jokowi terima nama calon anggota bpkh,0
video erdogan kirim pasukan india,1
pesan whatsapp bupati sargen galang dana pondok panti,1
tautan registrasi program kartu prakerja,1
korban terkaman harimau d jln garuda sakti pekan,1
video hasil pantauan radar penerbangan kemarin indonesia diserbu imigran aseng cn,1
ditawari gabung koalisi semut merah nasdem rakernas,0
pdip anggap usulan pks bentuk pansus hak angket minyak goreng,0
orang pria meninggal dunia akibat kekerasan polisi aksi protes anti vaksin anti masker london,1
video roxy jarah welcome to era,1
foto ruang tunggu utama kapal titanic diambil,1
video kemunculan masjid awan lombok,1
dugem pesta kawinan,1
parpol gagal peserta pemilu partai besutan farhat abbas cucu soeharto,0
ksad dudung berharap perburuan kkb,0
gerindra enggan tanggapi wacana penundaan pemilu,0
pidato porseni nu erick thohir ganjar pranowo pendukung mu arsenal bedanya,0
video macet rampok pakai pistol senjata api pasar ikan penjaringan jakarta utara,1
korban meninggal kecelakaan uji coba lrt jabodebek,1
dubes china buka kartu juta warga masuk indonesia,1
call serviis homecredit id homecredir pusat bantuan akun instagram official home credit,1
lagu michael jackson diizinkan pemerintah amerika,1
yg sebabkan roda truk ambles galian kabel jalan,1
nussa rarra dilarang diproduksi,1
kampanye zulkifli hasan anaknya minyak goreng dianggap etis,0
video viral polisi perancis menyerang muslim turki,1
foto planet merkurius venus saturnus sejajar piramida giza,1
foto sapi bertelur mempercepat produksi telur pemerintah china,1
istana demo penolakan kenaikan harga bbm pa siang,0
teori konspirasi akun instagram indonesian flatearth society imunisasi,1
video bukti aksi demo tolak uu cipta kerja aksi bayaran gerakan murni,1
jokowi prabowo saksikan penampilan alutsista negeri indo defence,0
video satgasus dibubarkan sambo mencuat,1
akun facebook website xiaomi indonesia,1
foto dukungan jokowi presiden ri seumur hidup,1
kepala dinas kesehatan banjarmasin dana whatsapp,1
video pemotor melintas jlnt casablanca ditilang polisi black card,1
tiktok ivan gunawan hadiah juta motor,1
kunyah daun sirih mengatasi covid,1
lukas enembe ditangkap kpk ahy warga papua legowo,0
polemik gorden burt dpr kunjungan kerja turki,0
menghadapi pendemo jakarta,1
jarak kepuasan publik jokowi ma ruf amin melebar,0
diprediksi perolehan suara persen ppp optimistis lolos senayan,0
video burung garuda gunung penanggungan jawa timur,1
minum air berkumur air hangat garam cuka menghilangkan virus corona tenggorokan,1
ridwan kamil akui putuskan bergabung partai politik,0
permen mengandung narkoba siswa sd solok,1
kolega ceritakan mundurnya fahmi alamsyah tim penasihat kapolri,0
jokowi disuntik booster indovac vaksin covid buatan negeri,0
prabowo bertemu menteri pertahanan as bahas strategi indo pasifik,0
bangganya berani memakai seragam militernya,1
isu reshuffle landa nasdem partai demokrat koalisi perubahan goyah,0
nasdem serahkan pemilihan cawapres anies baswedan,0
mk putuskan menteri mundur nyapres bunyi amarnya,0
foto mengharukan bersaudara gaza bertemu salah meninggal,1
cerita prabowo diperintah jokowi mediasi perang rusia ukraina,0
pkb ngotot wacana penundaan pemilu masuk akal ditunda,0
sms hadiah juta pertamina,1
bawaslu bolehkan parpol sosialisasi nomor urut kampanye,0
peserta pemilu profil sejarah partai buruh,0
usul mencelupkan jari tinta menandakan memilih pemilu,0
buntut pelaporan anies baswedan bawaslu aktivitas kampanye ibadah dilarang,0
surat revisi hasil peringkat penambahan peserta lolos skd berhak mengikuti skb ujian seleksi cpns kemenkumham ta,1
minyak asri seakan islami minyak goreng produk leong hup terbuat minyak babi,1
video perintah jokowi serangan tni bumi hanguskan australia,1
pks anies baswedan didampingi ahmad heryawan demokrat indahnya berkoalisi,0
wapres harap putusan mk uji materi sistem proporsional terbuka sesuai prinsip jujur adil terbuka,0
dpr tunda pengesahan ruu ppp mengatur metode omnibus,0
peluang pemilu pakai proporsional tertutup politikus nasdem anggap ketua kpu offside,0
vaksin covid mengandung logam,1
kemenkumham sahkan mardiono plt ketum ppp arsul sani fokus pemilu,0
pakar kemesraan anies ridwan makan bubur modal politik,0
foto jokowi memegang kartu kabur demo,1
nadiem makarim bayar triliun rupiah mendikbud,1
jokowi sahkan protokol asean penyelesaian sengketa disempurnakan,0
pembakaran gereja belawan,1
kadernya kena reshuffle sekjen nasdem berandai andai,0
foto jokowi membaca buku das kapital,1
psi jalin komunikasi partai dukung ganjar capres,0
marak penipuan daring jokowi ppatk lakukan,0
buruh ancam demo besaran tolak uu ppp dpr hak,0
pt pertamina rekrut pegawai adakan program beasiswa,1
ahy dinilai kunci kemenangan pilpres,0
ketua dpd demokrat kalimantan timur irwan terima kasih mas ahy,0
kpu dana rp triliun pemilu aplikasi honor,0
hasto pastikan calon menpan rb kader pdi perjuangan,0
ktt g pekan menlu retno kehadiran pemimpin dunia,0
link kfc snack bucket gratis,1
perjalanan prabowo mencari pasangan duet maju palagan keempat,0
airlangga hartarto goda surya paloh nasdem bin golkar,0
vaksin mengandung racun berbahaya,1
ferry mursyidan baldan wafat jokowi dunia perpolitikan kehilangan tokoh,0
demokrat daftar pemilu bawa mobil komando ahy diteriaki presiden,0
presiden jokowi panggil petinggi polri kapolda kapolres,0
akun twitter indodax xxx indodax,1
kpk hormati hak romahurmuziy ppp,0
burung surakav false surakav bird,1
jokowi bertemu presiden filipina marcos jr pagi,0
jokowi megawati perbedaan anak wajar,0
foto anies baswedan memegang celana wanita,1
foto jaman jokowi… monumen palu arit berdiri,1
yandri susanto dilantik wakil ketua mpr gantikan zulkifli hasan,0
gubernur sumut instruksikan masjid buka pintu selapang lapangnya orang ibadah,1
video doa imam masjidil haram mekah assyeikh sudais musibah virus corona,1
laboratorium biologi china wuhan dimiliki glaxosmithkline,1
andi widjajanto sanggupi permintaan jokowi gubernur lemhanas,0
gibran bangun disneyland simpang trafik komplang solo,1
ketiga anak kapolri tiggal singapur hidup bermewah mewahan,1
jatam pembangunan ikn berpotensi menggusur ribu masyarakat adat,0
jokowi kabur pura pura tinjau tol demo omnibus law,1
bantuan sosial kemensos dosen guru siswa mahasiswa,1
politikus pks netty prasetiyani meninggal dunia,1
prabowo utus kepala badan instalasi strategis pertahanan uae,0
dibahas airlangga hartarto bertemu tertutup gubernur khofifah,0
alasan keras anies baswedan hasto pdip kebijakannya beda jokowi,0
ksal muhamamd ali fokus tni al prabowo,0
tangkapan layar artikel bergambar animasi berwajah jokowi,1
ikea menyumbangkan lusinan kursi sofa dijual goresan kerusakan ringan,1
survei charta politik elektabilitas ppp pan ambang batas parlemen,0
anak sd demo kemaren anak stm sma anak sd aja paham negara beres,1
video gantian monyet menikmati renang hotel efek hotel bali sepi pengunjung,1
tautan gb kuota gratis whatsapp,1
mengenal sistem proporsional tertutup diusulkan dipakai pemilu,0
foto munarman udah divaksin,1
menag yaqut islamofobia ketakutan agama diperangi,0
partai berkarya partai pelita din syamsuddin gugat keputusan kpu bawaslu,0
pesan whatsapp pengangkatan tenaga honorer perawat guru pemprov ntb,1
test swab covid menyebabkan lapisan otak pecah pendarahan kematian kanada,1
post akun palsu krishna murti,1
tni bantah korban aparat penembakan kkb nduga papua,0
rakernas pan zulhas erick thohir ganjar capres terfavorit,0
video persiapan juru tembak eksekusi ferdy sambo cs,1
poin disepakati ketua parpol koalisi indonesia bersatu,0
bnpt strategi teroris cari simpatisan,0
negara bangkrut kk akte dicetak kertas hvs,1
panglima tni yudo margono respons jokowi politik praktis pemilu tentara netral,0
artikel cnn anak presiden uganda mendukung ukraina menjijikkan,1
pemerintah rekrut pppk ketimbang pns,0
surat edaran bawaslu jatim perihal undangan sosialisasi tindak putusan ma kpud jember,1
burhanuddin nilai jokowi cerdik naikkan harga bbm tingkat kepuasan persen,0
surat tugas surat edaran kpk wilayah papua,1
jelmaan babi,1
lowongan kerja pt astra daihatsu motor,1
mahkamah agung amerika serikat membatalkan vaksinasi masal,1
hasto pdip singgung partai elektoralnya turun munculkan kader partai,0
tetesan jeruk nipis mengobati mata,1
jokowi sembrono tentukan capres nasdem,0
eks komisioner kpk bilang indikasi kuat anies baswedan dikriminalisasi,0
bicara konflik geopolitik jokowi multilateralisme jalan efektif,0
jutaan produksi rokok terpapar covid beredar luas masyarakat,1
fifa paket data gb menonton piala dunia,1
jokowi ukraina lihat reruntuhan perang kota irpin,0
mata uang dikeluarkan bi koin seratus ribu rupiah,1
info pemberian dana bantuan rp juta bpjs kesehatan whatsapp,1
jokowi megawati bertemu hasto pdip kaitan deklarasi anies capres,0
survei parameter ganjar pranowo raih elektabilitas tertinggi enam simulasi,0
artis yuni shara meninggal,1
pengamat nasdem pks demokrat berkoalisi usung capres kuda hitam,0
paspampres warga solo gibran tarik paksa masker pelaku talinya putus,0
video serangan udara tentara india pok pakistan occupied kashmir,1
ton minyak goreng tumpah laut wilayah kariangau kecamatan balikpapan barat kalimantan timur,1
dasco menteri gerindra sandiaga anggota,0
video viral lombok anak smp berubah wujud anjing,1
pln pasang alat deteksi gempa sukabumi,1
survei smrc ganjar pranowo ungguli prabowo subianto anies baswedan pilpres berpotensi putaran,0
nikita mirzani masyarakat berhenti hrs habib tukang obat dibodohi bro,1
survei csis ganjar pranowo disukai pemilih milenial capres,0
obat virus corona ditemukan berbahan lemon teh hangat,1
surat seleksi cpns kementerian panrb,1
utang negara bertambah cina pulau sumatera jawa dijual utang ri,1
pelintiran konteks tulisan orang ketiga bernama aidit,1
politikus ppp kib kantongi nama capres cawapres,0
grace natalie risau kader mundur psi,0
foto kader perempuan pks atribut tambahistri,1
video pembina brimob namanya thahir alias ang tjoeng ming,1
pasien positif corona dirawat rumah sakit daerah pekanbaru,1
video al quran selamat tersentuh api kebakaran gedung wamena,1
makan buah perut kosong sembuhkan kanker,1
dapur masak nasi anjing terbakar,1
kali dukung prabowo nyapres jokowi diartikan sinyal ya,0
akun facebook bupati sambas hsatono ssos menawarkan lolos cpns tes,1
delegasi indonesia tolak proposal eropa perang rusia ukraina,0
video ratu elizabeth melemparkan makanan anak anak afrika,1
video sore pos polisi tugu tani bakar td pkl,1
video mata manusia mikroskop,1
sinyal dukungan jokowi ganjar pranowo gr,0
pemerintah kejar daftar inventaris ruu tpks tuntas pekan,0
video jokowi bebaskan h r s langsung dibawa istana dilantik menag gantikan yaqut,1
deklarasi capres anies penjelasan pakai azan,0
cerita yusril ihza mahendra pbb partai berpengaruh dpr,0
mahatir mohammad china membongkar jalan tol,1
pernyataan sby terkait kemenangan partainya amerika serikat,1
bawang putih ampuh atasi hidung tersumbat,1
koalisi gerindra pkb cinta monyet,0
anjuran ahli virologi penerima vaksin dosis ketiga tes hiv vaksin covid menyebabkan hiv,1
video indonesia bubar,1
jokowi resmikan nasdem tower,0
peluang usung anies baswedan partai demokrat dengarkan suara rakyat,0
rian ernest daftar kader politikus mundur psi,0
guyon ganjar pranowo bicara pangan kadang makan teman,0
foto jalan tol trans papua,1
keluwing memiliki mematikan,1
bahaya makanan anak kinder joy sebabkan kanker,1
mardiono berharap suharso monoarfa ppp dimakzulkan,0
gibran pemimpin pintar mencanlonkan walikota,1
